ShelvingIntensityAverageAmp05,ShelvingIntensityUncertaintyAmp05
0.04493886579319323,0.01266068217705908
0.055698505293577893,0.007087019952264486
0.04264848815121414,0.012836627372244225
0.030928355291095777,0.007968544425228338
0.022706515511770664,0.0012380247938038012
0.028729728446021063,0.011450171649486203
0.03313008036898324,0.01101811597128331
0.023408290273120136,0.003491296144383678
0.04502652656101569,0.010008510327264863
0.04309409593257563,0.007654363561681008
0.041780177888632475,0.005095909347836986
0.04361112819039997,0.010812973674368561
0.05006705918660087,0.008823851387942184
0.046347199240767134,0.010246049288944604
0.08426568113465421,0.011623007582360035
0.07013150835237647,0.011916085898899847
0.0813619103730781,0.006626243728332714
0.102854207265965,0.015203484802171494
0.11904758633359214,0.004325910066289506
0.15523566872581235,0.009979172552965548
0.13177356177457006,0.008504831497190678
0.19062932531950655,0.004100620352822127
0.1745871470930508,0.009331092372180607
0.17787298778980914,0.01036933654657651
0.22699555320287595,0.015329558657658799
0.28729556048214905,0.019567877465156962
0.3112187296221875,0.008077765738986213
0.3431885355479242,0.00969810377502889
0.39089019407284986,0.010363739658357591
0.350720824952475,0.018539944729516575
0.3590288896958343,0.01419947353476824
0.3308179893737032,0.0075329218736999975
0.3143331453857284,0.020234338511598338
0.30702251343754866,0.012340581572814126
0.30168703514349204,0.003975863535713628
0.26825815721480906,0.016798677242128832
0.2356193782756843,0.020431390288787186
0.2540456402512944,0.02027384262528075
0.2165769394139785,0.011407980515420517
0.26678551285803515,0.020806985364369802
0.23795679234940753,0.018520199037406714
0.3021786354225059,0.01921617151506222
0.34241225513702084,0.011074523819397941
0.4160447750420021,0.039475149799093556
0.40444498684322194,0.024428164282123188
0.42295639372702837,0.017789532594754336
0.4482044570276759,0.009527062934298208
0.4688373583778192,0.011868122379272853
0.5040772761155845,0.01691656799119612
0.4150760436402946,0.018851255658458757
0.4647219022313342,0.023077551174536574
0.3634436170789234,0.004673887702498459
0.31660669887397264,0.018944447747221125
0.27772891097160346,0.02674017618343578
0.2368006429136264,0.018245201900609048
0.22214642709715587,0.005434386872840604
0.20101476709873622,0.015966355109202645
0.24371041869999888,0.023849658724270285
0.2061778410554897,0.026972511907823772
0.2511334905021792,0.024615171275762952
0.23327855632074834,0.008410933340272481
0.3004477767040489,0.025302382963519665
0.3280733605936231,0.01982560233447395
0.3399739270911448,0.022380739800062544
0.39142823714783426,0.017350074768883148
0.4202009068662059,0.02354749805841325
0.3464438689835696,0.00828204254990235
0.3769358258178032,0.007512927742347937
0.36711814251496305,0.016582165804320384
0.3265169161129462,0.015329271654901083
0.30363625092356206,0.012280701531856952
0.31929437252234777,0.009114076113239873
0.2502976803886211,0.009294953293578382
0.21433024827732067,0.010186523461264394
0.14061558007664776,0.01938410863674214
0.16560128940023994,0.020660837323156798
0.08241765233156445,0.02248680201755099
0.09044097731402201,0.010704333491552859
0.07816017882628606,0.006434758712611323
0.0655316227327713,0.006193849603245434
0.04864045860982502,0.009162831551696884
0.046729407473180995,0.00694309776818406
0.002932540460164307,0.008714725729342225
0.023853637727851207,0.009050364651255144
0.024464343240594377,0.007716554486981563
0.020684518104193472,0.0038679509306768466
0.052035123014616824,0.015943242520164994
0.029877718975152512,0.009840927718721422
0.0394585937505742,0.007850851749079716
0.022901528316314312,0.005705377609017156
0.04444861803015859,0.005242569682903177
0.002628254725113688,0.006662106555435442
0.042616160942756276,0.011183509940698038
0.03833039192533022,0.006505993106602429
0.07025067675790453,0.012450029430448846
0.05533214465111841,0.02279137186946479
0.0500731098256223,0.010447959530182354
0.03322302330143573,0.005112572629171824
0.024353891516360637,0.012764160092178425
